macket_id,macket_size,fk_macket_to_formatType,macket_height,macket_width,macket_specific,macket_DATE,macketVARCHAR
3304,33.3,3,1686.1,2342.8,MQM\OBWCT^]^YR\IOEOTM^ZWM[OKWJ[OI[,7/20/2017,
3305,37.5,4,3274.6,3755.4,VJWD]SXOHCPZM]HFNA[\XF\H__NXEZYDQX,7/21/2017,
3306,7.9,1,3452.8,1717.4,DHTJVO\ERPEOE[YZ[WDAEL_KKYCXVGBGT^,7/22/2017,
3307,14.7,2,2604.8,3007.5,PWAP[FOELZUU^CLXXSXMYCUIN[X_XGFYLC,7/23/2017,
3308,18.5,3,1175.4,1783.6,LFLZYLBUQH]QKHG_CYANNDKNLCRC[FFH]W,7/24/2017,
3309,25.9,3,2487.2,3809.3,CWB\RTVBNSIN[PRFGLMFSCXA_ISFYZB^FB,7/25/2017,
3310,13.4,4,1681.9,2110.9,ALK]JNSGNRXQ]WCP^UHEZFIAYISEAFBT[N,7/26/2017,
3311,15.5,3,1548.6,1975.7,_HJX_U[KVJJUIUMMFUQUEDFTZY_V[ZFQA_,7/27/2017,
3312,27.4,5,2288.8,3000.4,]HDP]WIAEHPUU^NM^N^QWNLDKC_TAKZQYE,7/28/2017,
3313,21.9,4,3775.4,1325.2,G[ZKC_H\BCUMMDSAEDAKGJBPJNNKTEQLSM,7/29/2017,
3314,34.9,4,3900.6,798.3,AXPHWMNUNVPBAX\DVSWIABAM]ZYX^KPPZZ,7/30/2017,
3315,25.3,5,1856.7,3534.7,NHUZEYUG^HJLUOTJQWAQW]XOC_TZSFTO^[,7/31/2017,
3316,31.3,1,2161.6,2673.6,^GTZ\P\^K\YLZBE\LH^VHN[D_VEFXSIAWS,8/1/2017,
3317,10.8,3,812.7,3335.7,VJHOE[P[W\\[ZRDR^XK[UDIIEOSDOYOPA^,8/2/2017,
3318,39.7,5,1032.1,3151.9,THPOX\]GBRWVDIUOVV]CIQUJZVIU_^RJN\,8/3/2017,
3319,24.9,3,3619.9,752.8,UHIDNLM\MCDHOFZMBAZ_PZ^G[E\VWXNCME,8/4/2017,
3320,30.1,4,1126.3,1805.2,ILSBLL_GZCEQ\BXBXX_^XYUJJERJ]TXYWO,8/5/2017,
3321,29.9,4,1000.3,1663.1,_[WSHKI_TSUV[R[AY[SDQWQ[VAEOJOIWUU,8/6/2017,
3322,29.7,4,2693.6,1758.6,YRVTZVB[XFFXELRRJWTAFROSJDENRHGSTO,8/7/2017,
3323,34.8,2,3713.5,821.4,CGJ^]GTSKVJEWN^VEITJCTJQXSTO\IQZW\,8/8/2017,
3324,19.3,5,3468.1,1961.6,[CLHRGHXPEH_LWKJZH[GFZQN\YUV^HQREK,8/9/2017,
3325,10.3,1,2705.6,2549.5,PXWURXLOVUWIETCC_ANUUDY[Q]W[\LHBXG,8/10/2017,
3326,17.4,3,3339.8,3500.9,_JIT^KPEYSYG\M[SFFRF]__C[E^]YT_FME,8/11/2017,
3327,47.6,4,3331.6,1923.7,IIHEWULGBYXNMTMVKAMVZYI[ABQECVRNER,8/12/2017,
3328,43.6,2,924.1,3242.6,RHEM]WF^BRM]V]G_YEXMMT^CPS\NTPESYW,8/13/2017,
3329,6.4,5,2078.4,1570.5,_K^DUK_QHIONLO\\\WMFYOYZD_LJXH_QII,8/14/2017,
3330,33.9,1,3488.7,1280.2,^X^DJ_L^WYMTI[MD^SYJWV\DYKYK[CW_NK,8/15/2017,
3331,26.7,1,2077.7,819.7,CFQIAQRMC]CIQUZYARJFJDGV\PMZ_[EUDO,8/16/2017,
3332,15.8,1,3722.7,3979.9,TODN]XXS[KSI]JZNBGIWBZTJSUND^^Y[ET,8/17/2017,
3333,42.5,3,1981.3,1263.5,L[\TG_XWREYTGSMTYBNRKPCAJ\WO^I_\QO,8/18/2017,
3334,28.2,1,3311.6,1420.1,VYFBHQDY^SGCXYI[GEAHPIPSV\M]G[^TDJ,8/19/2017,
3335,48.4,3,2755.2,3560.9,PLLSA\EVKWPQVVTSAEMQICWHM^LNXLJDDM,8/20/2017,
3336,40.6,5,2919.9,1721.2,BZCOHRQHXE_MXOFJVVQF_HAA^QGNCNPHBH,8/21/2017,
3337,37.9,4,3854.5,1891.4,GOJ\XSIVPHXPX_^GCJGVXV]PBMJI_S\KG^,8/22/2017,
3338,7.2,3,1815.6,865.3,_UYQP\SMVA\Y^RQ[RABSA^FG^BVNZCC]LF,8/23/2017,
3339,41.3,2,3579.1,1023.5,YIRI]N[J\EMPC^\SNNMQXZRXPHEVI^AWGQ,8/24/2017,
3340,16.8,2,2891.4,3886.1,YFLPA\JXLANNAEHDAL]ZYIWAG^LMYVQSY_,8/25/2017,
3341,26.6,1,2483.4,2288.3,VWKOVFWOGP\PDFDTWZPTIW]PDPR^GBLSCM,8/26/2017,
3342,14.1,3,2036.9,1696.1,GDQTUH[YYQ\KNO\C]VFHSKQCMU^BZKHYVB,8/27/2017,
3343,48.2,4,719.3,2771.3,P]BNAJKHA\ZS^P^Q\PEFVENPHLVJBDNCEP,8/28/2017,
3344,34.6,2,1361.2,3077.5,FVFWTQTJME^F^HZCDLNZN]VQZDJVR\VPIL,8/29/2017,
3345,11.8,3,2467.7,1353.7,AMDU[QPTK]WAIV^YVS[YDDZONZ_NT]HYPW,8/30/2017,
3346,14.2,3,3245.7,3315.2,VSALGFSTWEO\CDABV\ZVZXJ[_KQOFK\ULL,8/31/2017,
3347,15.2,5,3721.9,3936.3,[A]GR]NYWRADFNH_MJ\Z]CS]XX^IDFUL_Z,9/1/2017,
3348,7.6,4,3645.4,2252.5,NG_HULT[CLW_RYO[UWP^LTN[AUF\O^TDNW,9/2/2017,
3349,36.2,2,3528.9,2983.3,^EP^WPDOUFLQ^PMUXYBSLSSWE]TMWAEYZQ,9/3/2017,
3350,21.8,2,3756.7,3441.6,IC\LWMQ_QXIHRVZOKCZBQMMELNZYSOGEKE,9/4/2017,
3351,30.5,4,2685.2,678.4,INQYODOCZMU]\G[DFCBE^ZWTXE]V]IKQU_,9/5/2017,
3352,34.2,3,2030.8,550.6,[QFCZ\DS^Z_DGBNRUFXXYOYCBX\CYHGEGG,9/6/2017,
3353,46.2,2,3995.6,3582.2,JNWSO]QWTAPXCNXAYMUUJGCYZTLBBEDKCO,9/7/2017,
3354,21.7,5,687.6,1202.5,BTDSTX^JEEYBEBRD[CHFUIEOGTMVJRWB^A,9/8/2017,
3355,9.3,5,1227.9,2797.5,V^VAVCVRGZRDTI[OHJ_IYLB_NR^RLCK_PV,9/9/2017,
3356,30.5,5,1771.6,3988.3,^ITQN_LJTHPVTAZCFZH][G\MZP\^JKNBGP,9/10/2017,
3357,36.4,5,1540.4,1376.4,_Y_W\ONBNQUIAIQPA[FAOJCQA_BWM[F\KC,9/11/2017,
3358,20.6,2,1739.3,3626.2,ZSUU\Y]JUZV\N]BS[GKDSNM^TTXM\XA[RB,9/12/2017,
3359,18.7,4,1179.9,2261.5,ZJGXHDFFIQKBJZC\DSJHLN\GIHQMNCMKKA,9/13/2017,
3360,20.8,1,3241.5,974.1,HNL_SA[IWUZFTAWBKFVW\GW_S\FGRUPBQ^,9/14/2017,
3361,21.1,2,2213.8,1674.9,\][NCWAMO\NOCJK^]^\YKQ[T\]MLGEPSEI,9/15/2017,
3362,31.2,4,1956.7,1883.7,\ANIAUZSMD^[KPUAALQPU]EF[RI]V]FRDJ,9/16/2017,
3363,18.1,1,2149.1,1562.4,ROMIHYB\NYRHY]D^MDSDBWCX\]ICJ]RZ[C,9/17/2017,
3364,39.3,5,3572.3,2769.4,ORD\BB^ZCEPTPYJ^LDTGSHTKKHJNWEOVTL,9/18/2017,
3365,18.2,5,3383.7,2154.6,EFPQRB_XNSVSVAVCW_J^DKQ\XET\\CXUNV,9/19/2017,
3366,24.6,3,1740.9,1323.1,QHOGYQMX\FIDMWJQKBQT_JYVDPMTK[YD]K,9/20/2017,
3367,36.1,3,974.8,1978.3,LLFQ_YWHKEYIWSFGWQLT_CUC_QGR\DWUME,9/21/2017,
3368,48.3,2,1204.2,1522.8,LNGPNC[RKQAYU]RZCRONPOAIN\FIMZ\]ZS,9/22/2017,
3369,48.5,2,2594.7,1789.3,]LALQ]QFQZJPG\CQZG^LEWSN_PFWZWC^PN,9/23/2017,
3370,18.1,2,676.5,1540.1,\CLDBMHEOA]\W\TNXXS[EQCYCTPQMEYK_P,9/24/2017,
3371,47.2,3,1897.8,1245.2,UZ]F_E][WEIDHGQREKZNCEDR\YLZQONGTK,9/25/2017,
3372,26.4,4,1008.3,2440.4,VHBN[X]W[GIQIZVLPBICL_N\XUNCCS[LLG,9/26/2017,
3373,25.1,3,3395.6,1770.2,QLMIOAMZI_CO[TC_YMLNSIHLM[AV[MJOHK,9/27/2017,
3374,38.9,1,1945.3,2698.4,[MZKFQUC\STQEAJQK]SX]H_UTQZKNLXYDB,9/28/2017,
3375,24.7,3,2512.1,3297.7,_KC]YKDYCS\EPIM\W_\TOSJBYZ]J^CESMQ,9/29/2017,
3376,9.4,5,2914.1,3987.7,BMXRTFAKDWXKECJ]OKWGSVOD_W_BJ\CJGW,9/30/2017,
3377,19.4,3,3819.2,1748.8,R[QGFROOW^CWH\QDVYUU_GYGWLNLB_DL^W,10/1/2017,
3378,7.3,1,3193.6,846.3,JUKXBPR\LDCMFA\CUXK[_KWDOQFJ^M^LHP,10/2/2017,
3379,47.9,4,3767.7,2703.7,HK^W]WFKMIVMKKXOE\EI]ZNPKRVAL_CAHC,10/3/2017,
3380,26.3,2,3822.9,1633.9,NQJM]A[AOGAPB]S]LL\YDWACE]IETJQK_A,10/4/2017,
3381,45.3,2,2981.1,2244.6,JKGG\_HLVYTVA_^QEUGHZLMAFAX\KX\IAZ,10/5/2017,
3382,37.9,3,2836.8,778.1,E\OMIFHCHZ_O[LIF_FRBBOEYCNBLIBINNH,10/6/2017,
3383,12.5,1,3997.1,1601.7,TQ^]]AONB\XZISOAVTFODPYLBCUWU^EA^\,10/7/2017,
3384,20.2,3,3764.7,1902.8,V]LTP]HL]FRQIJX_F\RKVHHPXXQHL_NE\A,10/8/2017,
3385,20.5,1,3023.8,575.4,IBXJY^RANGTJ]HZHORMQXUMI\H[WIJ^PJM,10/9/2017,
3386,46.8,2,1805.1,1034.8,ZNXSYOYZMZTKQ]ZVQBYUVRLHH^XJBKCO\Z,10/10/2017,
3387,41.1,5,3722.8,2590.1,FVU]KTOIKCVJ^CCXPOAVDZI]_KAB\UCEZC,10/11/2017,
3388,24.8,5,2676.5,1490.6,_LZ[GJOECJL\GJZFX^QABM_J_MLDTMX_LM,10/12/2017,
3389,30.1,3,2913.7,2130.5,W[FRDK_^UNFZQDW\H_RQJ\KNN\L]PH[FFC,10/13/2017,
3390,10.5,3,3037.4,1989.1,]KSDJ[\PPXLTPDXR\W_R\_QNA^XHMLZU[Q,10/14/2017,
3391,5.6,4,3049.3,3747.2,[QXHHWQWSBYF]FLWTBFJ^ZAATAQ[E]\SH_,10/15/2017,
3392,5.2,4,1940.1,2705.1,EXPATQ\^TVO^CMZMUORTTYKECE]FFPHUZS,10/16/2017,
3393,27.5,1,3805.3,1626.4,AYAT]V[EQNCRLKS_LBAXWLCANQRFAS^FJM,10/17/2017,
3394,24.6,5,2241.9,1269.7,UXEVL]NWDZT^GLUBV^\GNBXJ_FIOM]XAZH,10/18/2017,
3395,45.3,4,937.5,1973.7,N\F\X[M__NZRLDT_NGWGN^C\VKUDW_T]VE,10/19/2017,
3396,33.1,3,1410.4,3226.4,CJAAI[BVRZD\EJLE\_CVGCFGLFN_O]WKD[,10/20/2017,
3397,47.2,2,777.1,2691.2,YERZQQ[FAQQZSD\UNQI_]UARGSCTL_\NJT,10/21/2017,
3398,15.2,1,2436.6,3359.9,URPYJ_KKRK^BQ]RELGW_ULI^EMM\XCV[ZD,10/22/2017,
3399,20.9,4,2620.5,2770.7,]QUXGUNAEMKCB[ZI_DOAOKFDARV\KECER],10/23/2017,
3400,40.4,3,2874.1,1478.6,DBALWJYBP[CRVQENKHMF_OZXBF[WJ_O\LK,10/24/2017,
3401,12.3,3,801.6,1282.1,XLJ^CKR[_GBESSVFKL__URVMJ\[QNS_BF[,10/25/2017,
3402,35.3,3,689.9,3477.9,WFYRGINQ[PNWVLI[_OCI_\XO^FOUL^EB_],10/26/2017,
3403,27.2,2,817.4,2170.9,UXPEWT\MLBKK_\NXOXF^CVBGGV^HXBMT\B,10/27/2017,
3404,16.1,4,1273.7,773.6,^ZI\UJAFA[ZXLPVXIF^CDOOPODR\FGS_ZH,10/28/2017,
3405,5.3,3,3122.4,617.8,OMNHXKOX]E\QA\US]HATRWP^E[[_QBRLNO,10/29/2017,
3406,19.7,1,1763.9,1573.4,WO_ZKS]\[R_SJRFHHLBMH[FEPLFHYAIIE^,10/30/2017,
3407,7.4,2,2599.3,2108.2,VKR[_URYAP^UDCNO[NCSRXB_FKDJVKZUA_,10/31/2017,
3408,8.3,2,835.1,2021.1,CRPWDQG_SW^JSGMDNHXME[YQ^[XBQPQRYN,11/1/2017,
3409,5.1,4,1324.4,3983.2,EXNSJ^WHFCL\YPJJ\KD\E[PEQRQBVILIIH,11/2/2017,
3410,25.3,1,2628.1,3633.6,]NLLNEIZQHJXRDC^TORO\]OTHZTPHEXBZJ,11/3/2017,
3411,46.4,5,2304.9,3752.6,B__HOBIMUNMZIKQ_VRXM]_L]AEN^OUUN^D,11/4/2017,
3412,7.7,5,2906.8,3684.5,IQDYJNEPLNOFLTRTNC\ZGWRJN\YNGQ^A[M,11/5/2017,
3413,25.7,2,3037.9,1244.3,GWFDXVMIOL^L^[_IWDLTNJJY^UICDICLXI,11/6/2017,
3414,46.3,3,2214.1,3362.4,SB\FVUHLWFEQQPWNOGRYGVV\FICZUNB]P\,11/7/2017,
3415,48.9,4,2023.3,3334.7,\][E^VV[OEP^DQHXVEPESKQZIGHAJYBTIS,11/8/2017,
3416,46.2,3,1752.4,2837.8,VCZPEMSM^][X\SJEEOXDHRTXFRYA]WI\IQ,11/9/2017,
3417,21.8,2,2340.7,3815.5,IPRN]WIHR\EXBCRBYY^]FQNVMWZLNVSQ\],11/10/2017,
3418,17.4,5,3881.3,1495.3,DSS[JK\[KEW^ZFRQSJVLKLXUUNKWVIVDG^,11/11/2017,
3419,48.2,5,1150.2,3104.8,NZDX]JSDQFMFRJ[UEGNQUGYWPU\P_KGO]Z,11/12/2017,
3420,25.2,3,1237.1,1266.9,DKIQL]BNIJJJNE_OLBFCGCK^TSEFRUO\]H,11/13/2017,
3421,41.5,2,3461.7,2273.4,DKH\O_TVQXCCBHUAEP_PAAAUVYWUBDXZDD,11/14/2017,
3422,9.2,1,979.3,862.5,N_YXLBJAWCETOSUI_MIMEFZIQQSQAKXA]],11/15/2017,
3423,9.9,4,2468.2,1370.4,_ATNJ_LA]JALD\XXR]OLQ__XZW\LVV^H[M,11/16/2017,
3424,19.4,1,842.7,2146.4,^MRR^FDXPLCP\QSCZF^PQ_]BZ]CHBXYQIZ,11/17/2017,
3425,43.2,1,1485.9,3018.9,YEY^RCXLFTYMZHXTUTGMENGBQZ^V[\HEXY,11/18/2017,
3426,15.3,3,2816.3,2929.5,QF]WHPE\MGES\\LRXZOLI^^]PUOYPG]SNE,11/19/2017,
3427,34.6,2,2700.7,1394.7,[\^YVLHFOSRVTRDQU\PCFMO\BV]CFBWBPU,11/20/2017,
3428,28.6,5,651.1,2658.8,ZVB]MJFVNIORRAF[DZ_GZN]\DMNPMICNOV,11/21/2017,
3429,14.1,1,1248.6,1643.8,UI\QRSV^WLB]RGNFE]SMYH^X_FXCZV\L\P,11/22/2017,
3430,19.2,4,2123.5,2112.4,GB\RDP[TTBW[RVN]FKLWCZMQCDFG]ICKE],11/23/2017,
3431,37.2,4,2339.2,3058.1,AVNNT\JM^XHISKIWEOPEF_\AWGBK\ZZZM_,11/24/2017,
3432,25.5,5,3083.4,3812.7,F[HMQOJDFHRIIWXXIUZ\QG[XKPZK_KRSBM,11/25/2017,
3433,12.5,2,800.5,2969.1,ICZX\LH^V]^WNDIVNZC^]EVYPEVIYSDYNQ,11/26/2017,
3434,20.5,4,1271.3,992.2,UKHROOLEGX]VARPFU^VJUWJEU]XII\NDAQ,11/27/2017,
3435,5.2,2,3970.3,2317.5,C[PQXCSPYHAVXB]\BAI_RWRCTMXEPAGN^Z,11/28/2017,
3436,6.7,2,2718.2,1706.1,QD\PTZWLY_DPUNYG]HO[L\ASJOXUYEUVN^,11/29/2017,
3437,36.7,1,676.3,3840.5,YVMRHELJFQVI_V\R[Q^TRCNHC[R\ZL]ARL,11/30/2017,
3438,17.4,5,712.8,3280.1,\XXHC\ZVZWSKPBHY]ENFME]ZWTFRCX[[^U,12/1/2017,
3439,44.5,2,3101.1,1186.1,\]CVECXQP[ZUFK\_CQNGALW_AM]ILNQSKO,12/2/2017,
3440,39.6,3,1707.9,3035.2,C]ODDRL\CAWERO_SWAI[KUOZXSZH[HJBD^,12/3/2017,
3441,43.8,5,3237.7,1160.8,KEV[DSKB_ETP[QODDK[YTDWOLLKY][ZMM\,12/4/2017,
3442,32.4,1,3429.7,3466.3,KLC^MNHDB\DYLNADSZDM\XKBT]WBBSRW[L,12/5/2017,
3443,45.5,4,2857.4,1693.9,BYNSHQMBRWA[ZUXE\HSUEYO\UPS\_HAEDB,12/6/2017,
3444,13.2,2,1301.4,2938.9,PK_NWY]BYDQT]^WTVND[KE^WGUBR^VUQVJ,12/7/2017,
3445,36.6,1,1695.4,3873.6,H]DTUE_Y_WIGOR]WKFOPP[]PTLYAMHTDDP,12/8/2017,
3446,37.9,5,2909.6,2499.2,GOIYKUFRSC\^\JMB^PGDLTQLS_PSJIG[VX,12/9/2017,
3447,39.8,5,2175.1,2041.3,EKB^GCG_PI^RXLV]NLMZDOWOV\MIKGHTT_,12/10/2017,
3448,40.4,5,3702.8,2468.9,FQK\TEVKPLDKPRUXGVTSU[X^YRH^DY_KF^,12/11/2017,
3449,12.6,1,1896.6,1917.2,GRR^DR_JNN_\UR^S\BOLBZZNWGL[G_YXDI,12/12/2017,
3450,43.1,4,2022.2,3207.6,ZSX_H]MVGI__PMMEDMKUFAOHMH^NJEJCRW,12/13/2017,
3451,26.7,4,3372.6,3744.9,QPSVHYG[DQILJRYDFBHTKNHLJVWPN_Q\MY,12/14/2017,
3452,5.8,1,2509.4,2336.3,MEVGM[CKLEVRWNOXHQ\XODXEMXHNWKBJAV,12/15/2017,
3453,27.1,2,3310.7,807.9,IOGTDGRUWTPVSLDVMGFYZDUYNFIA_ALE[Q,12/16/2017,
3454,47.8,1,1825.3,2703.4,ZHA]]UP]RMO[ZBQZDNWZQCBEMT_AGT_GY[,12/17/2017,
3455,21.8,1,3274.4,1801.5,^SDM_Z\D]_MQAKFAHB[YYOAK[DI^DATSA],12/18/2017,
3456,44.6,4,2658.8,3531.7,WP\KJESEAUDUIVMAXMMYAM^EYR_LN^BYDB,12/19/2017,
3457,41.9,5,3307.6,721.7,HOODVZKH_R\I\^\X^XZKDNFDB]KVJXP^]],12/20/2017,
3458,24.6,2,1037.8,3002.8,H_IXCPGLSCY]ZDEHCNJWOSKMLRRGKLURDL,12/21/2017,
3459,46.4,5,3243.5,2531.1,B\C[JHNXEUGTFRXCXGHOOIJJMIUTPNWYHD,12/22/2017,
3460,40.1,5,2791.6,3218.6,SUPHORVVBDKHI]DLF\\NNTUVBO_FEHUYPL,12/23/2017,
3461,9.8,5,2268.7,3299.5,_TG^TSF\GOWHHLCTYNC[XKFAZNWFLVHZPZ,12/24/2017,
3462,41.8,4,634.1,1824.2,WE[_MKDNU]KPGBHP\ETDSAOIZBP]WLM]W_,12/25/2017,
3463,14.6,3,763.4,3673.8,BROQJ_YKVPFCYWBL_OHDGAPAF_\_M\B]^B,12/26/2017,
3464,18.7,2,2062.3,3793.7,NBLY^]ERKPUQAVJW[UGEZZUQ_SUBTEBCXQ,12/27/2017,
3465,35.5,3,2388.7,3448.8,OYVHOHXUDAJ_BZHEHQTPBXJWVHLBE_MYQB,12/28/2017,
3466,23.1,3,2649.5,3472.3,QJKEWXFAR[\ERAGX_YHNJQWSBDQZEUPGLB,12/29/2017,
3467,42.3,5,1246.4,3382.4,MMQJYILUPATEDAIN\DBZCJFOX[[KXMLDN[,12/30/2017,
3468,29.9,4,3715.4,3382.7,_DQCUZJXFGP]YCGI[[PDKWRQ_[V[^WXA]N,12/31/2017,
3469,41.6,1,1298.5,603.9,FIU^BSOVNLTXQEZLJEWCJWRNOJ[Z^RC_IN,1/1/2018,
3470,35.2,2,3884.3,3002.3,]APKV[]RNWQBVO]APQSGLEOXBWCWBWGVWG,1/2/2018,
3471,45.7,1,968.1,886.1,\QGQVUDR]SKSOKNCG[MW[TSBLO]NXE\HST,1/3/2018,
3472,10.9,4,656.9,3058.3,LDE\K\TXK[LMMQHGG_OSXUJUANDFDYPF^\,1/4/2018,
3473,17.7,4,3413.9,1072.3,XK]AX\MTEHPSVWE]^ITM][]^ULHWAHYNJ[,1/5/2018,
3474,48.1,5,3526.6,2230.1,_GHYFFVB^SI_EZDHDZXT]CPSGJEQS\_HZV,1/6/2018,
3475,38.2,3,1704.4,804.4,_RR_DTT^SQOOXPFIEB^YLATRRG]OB]K]KA,1/7/2018,
3476,23.2,3,3664.1,1851.9,[D_]ZOIAXKPBRGR[_^_RFLNN^CQDIBYDJ],1/8/2018,
3477,17.7,4,2147.7,2648.5,MMGRAAPRUBUTYIUE__XLEAJQDJ\VKMPET\,1/9/2018,
3478,38.7,1,1490.4,3008.8,LKCMPMOTJ]UE\BZEUQDRIK^_ZGGEVXA\AW,1/10/2018,
3479,35.7,4,1680.5,2323.2,^][LUMAMTGKXKT]NWBHISTQXSJ]ABWFJJP,1/11/2018,
3480,25.4,3,692.8,680.2,L_CNY[PYCRJP[TTRATXGL_OZCZNRQQX]QD,1/12/2018,
3481,40.6,4,3855.1,3361.1,L\SWWOBID][ETUTIZFAQY^SUZQM^KYBEKM,1/13/2018,
3482,10.5,5,2320.3,1062.3,HAGV[_XFN][]UNT^KT^YQNLOSDJZGTZTI],1/14/2018,
3483,18.6,4,3574.7,3577.8,]AM\\X]BFD_]NGURBKKAFITHCLRL[TMGAT,1/15/2018,
3484,10.2,2,2452.3,1990.3,MHJGSAROZKI]R[AIOL\SI][XLZINMLTV[B,1/16/2018,
3485,20.6,3,1598.1,1302.7,THXPAWIMGCPVC^YRRWQVRJHP^JQTZTKXZT,1/17/2018,
3486,46.9,2,632.2,921.6,FF_JJIHHKNE[PEVLKYXEFM^JNBBHCGGHWK,1/18/2018,
3487,20.6,2,1354.8,1791.2,[QETGHMZSZPTCQG_HYJ\EAAQNTGM\FIGY[,1/19/2018,
3488,21.6,2,2943.2,3974.9,RF_PW^IPUJBUBNFGOB_SG^OX\PVD^]AG_^,1/20/2018,
3489,38.4,1,2850.2,3095.1,KKGWNZ^_DGNHMTZE\GHG^]B\\QB\\AXOXN,1/21/2018,
3490,42.1,2,1654.8,2683.3,QV\HN\[LOICILVBREVJ\TXUY_IPXMVZFZC,1/22/2018,
3491,19.5,3,2521.7,775.3,EVG\ROM\FNQRUSTTE]\LIN^GF_VZ\WTHJ],1/23/2018,
3492,25.3,4,1437.4,3643.9,PWIICXLJ^F_JDCICSMVQYXFQJPLZLIRCXC,1/24/2018,
3493,44.3,2,3539.3,3935.5,TNSLOFHOZ_FLTGPXHGDC\NHR_MU_DHVGQK,1/25/2018,
3494,48.3,2,2266.2,3980.2,T\VIXMMKUEHEJDRGJTVUBPJVHMMOFEFO]J,1/26/2018,
3495,41.4,3,3829.4,2456.1,KKHPLEGQXXFB_RWZHYPYHVAM^\N\]\NQ^J,1/27/2018,
3496,38.7,2,3203.1,3338.9,AM\FXWHRS[V\CADWGLW_NAZLILVVKKZRIK,1/28/2018,
3497,40.8,1,3584.1,2035.6,VBR\RN]MNFMQWMEX^DB[QYPMW]UTE_ASS],1/29/2018,
3498,16.8,5,2337.1,745.7,SJCZR\KHLFLJ\V[CEQSAYDZPACT]FSRFUH,1/30/2018,
3499,44.7,3,931.9,801.2,IN^SQRIQVXR[XEQWKVS^CPNS]IIXDC]]RK,1/31/2018,
3500,35.3,2,2027.6,3960.1,XNQNN_^^O^QY^AXGQPHSHUFA^PZZXNSCRM,2/1/2018,
3501,35.8,5,3433.1,2809.1,RWS_KDL_XH\[UYJEWEKKOTSAGQ\GYR_ZXF,2/2/2018,
3502,36.7,5,1525.8,1284.1,_]OFFYRWHNI_SE\FTTVYJVWGHWHPVGXBEN,2/3/2018,
3503,38.8,4,2671.1,1311.7,AOVL\EJLWJ\M_DCEJ]WM^W]GHV^LB_KWAM,2/4/2018,
3504,10.7,2,2413.9,570.4,_PRMHCZ_UKBWEGTH_DJ\NCHZTHGZEHVXZZ,2/5/2018,
3505,8.4,1,1122.9,2736.9,M[WPULCMIUHLGVDWCFIO[_NV[^VA_[IMQL,2/6/2018,
3506,19.7,5,1672.1,2579.1,HIYKAH\WB\MYE[OYAMXTEG^G_SDVV^XROU,2/7/2018,
3507,24.6,4,1248.6,3179.4,TSGXMTC[FLJR_PXZIJVIUR_E]XV[D^LP^Y,2/8/2018,
3508,46.6,5,1945.9,3118.2,_X^J^KCHVNTZRDZDKDBK_E\JXR^MM\OUTR,2/9/2018,
3509,31.1,5,3791.5,3679.1,SY]N[J[ST^VNZDCO]T][^IW_^Q\BDVYOAO,2/10/2018,
3510,23.9,4,1556.8,3245.8,LDAIQEZTQSIBAUPKZZON[HOCUKNW\P^O^D,2/11/2018,
3511,21.2,3,2654.3,2110.6,WVFGPN\XQSHIN[]GTXJJXWCHVGPEEIRSOU,2/12/2018,
3512,24.3,1,2939.8,3223.8,OJVZWUOLTEWYKYJGPGFY\WMCKZDV\KXSAY,2/13/2018,
3513,48.1,3,3541.4,1861.5,PMREUO\ZRGSCMHWXEJUTT_AKJP[RGB]\BB,2/14/2018,
3514,27.8,5,2857.2,1157.4,PQYI[RLT\G_[BJI\QRXGJGCHZLISWAUYPT,2/15/2018,
3515,41.3,5,2982.5,3330.8,QHWW^_OHQ^O[IOJT[TO[FCGYSSZWLXDXZK,2/16/2018,
3516,5.4,2,2207.2,2607.1,Y\BHJNTEEDG\WXYHAUK_FZ]PDKQISK\PH^,2/17/2018,
3517,34.1,2,815.2,3360.5,USNJZOWIZXHSX\JDB^T\_UHENTUEU_LVYJ,2/18/2018,
3518,5.6,4,716.8,1812.5,AIP\_LRQDZPHK]GBMVPJPD_FXSI_^BADO\,2/19/2018,
3519,35.6,2,3378.2,726.5,Q^V_\TV\DDL]NFQLWFQYJR[W_VEVYWX\Z[,2/20/2018,
3520,21.1,5,2109.8,3567.9,XPWH^R_^J_BDUOSP[ZRZDCDSG^]LX[SB^O,2/21/2018,
3521,12.4,1,2530.9,3064.9,NIWSFHWFIHXQQNMFX[MVYGO[PFVZLSYU_U,2/22/2018,
3522,9.6,2,2039.8,3578.9,JY\YLJ^UAY]YY\HMTIRDSFPQN\N^GPLSNB,2/23/2018,
3523,39.6,5,2460.8,1451.2,UIZVUHEXTYVVIZVANNPAOOUDRPIGBHO]GI,2/24/2018,
3524,37.4,3,2876.9,1164.9,DESKKVNNDFXTHZ]ZBZY^GQPIG[DSFWFM_J,2/25/2018,
3525,30.9,4,3140.6,3622.9,NNOPDTJCP[Q\AHCQLTHWZD\KTAYTIZNVCG,2/26/2018,
3526,13.4,1,937.6,3409.2,JVKBWSVQ_]NQIFVOH[H]_HRDCIEURZLOLZ,2/27/2018,
3527,16.3,5,1627.2,1456.6,J_OGT]]YKUTANO\_R]O^DVED_AWYU[[U^I,2/28/2018,
3528,43.9,2,2050.5,4000.4,KELBM^OVRUGLU_NXYEYRPTLA\H[FFYOBCC,3/1/2018,
